pdf,page,Text,Clause
mech_eng_paper_experimental-and-num.txt,6,"520

M. Bachmann et al. / Physics Procedia 56 (2014) 515 — 524

in the melt was proven for all frequencies. Increasing the frequency leads to lower magnetic flux densities for the
compensation of the 20 mm stainless steel, see Bachmann et al. (2014), which is due to a frequency-dependent
relation between the applied magnetic flux density and the resulting Lorentz force.

In comparison to aluminum, stainless steel has a significantly lower thermal conductivity. Therefore, the weld
pool length for a similar welding speed is smaller, see Figure 8. The main characteristics of the fluid flow inside the
molten pool also just remain the same. Due to the smaller weld pool dimensions at a constant magnet pole geometry,
the Lorentz force gradient in the liquid region is smaller compared to aluminum. Therefore, the flow characteristics
in the lower part of the weld pool is still similar to that in the upper region outside the penetration depth of the
magnetic field when welding with electromagnetic support system. Experimental results for different thicknesses
can be seen in Figure 7.

4. Numerical simulation of a weld pool deceleration by steady magnetic fields

Another MHD effect to control unfavorable dynamics in the weld pool especially when welding very thick
components associated to severe spattering is called the Hartmann effect. Experimental work in this field in welding
was done by Kern et al. (2000) with a CO, laser. He observed a distinct smoothing of the weld pool surface and the
humping phenomenon was suppressed depending on the polarity of the applied magnetic field. However, the
Hartmann number was only around 100. A disk laser was used in the present investigation for the partial penetration
welding of aluminum with a keyhole penetration of around 21 mm. Permanent magnets were mounted on both sides
of the workpiece to maximize the magnetic flux density in the weld pool, see Figure 9. The numerical model used
the standard two equation k-e turbulence model.

Velocity streamlines for the reference case as well as the case with an applied magnetic field of 0.5 T are shown
in Figure 10. In the reference case, the flow characteristics is mainly due to the Marangoni stresses which cause the

al laser

permanent magnet 0.1 &
cooling device 0.08 a
E
ind girection 0.06 €
—"" 0.04 8
0.02 2B
8
0 v
>
Fig. 9. Setup for the simulation of an electromagnetic Fig. 10. Velocity streamlines in the weld pool without and with
weld pool control system. magnetic control for a welding speed of 0.5 m/min.

DilsBobeboloDilbelufoholitcl-tykelekohil
Waka BU WS ered) ely Ly Ui !

Fig. 12. Experimental results for the welding of AlIMg3 with a
welding speed of 0.5 m/min without (left and right) and with
permanent magnets (500 mT) applied (center). Welds were made
with a disk laser (16 kW, focus position -4 mm, 300 um focal
spot diameter, magnetic flux density 0.5 T).

x-position in mm
Fig. 11. Flow velocities along the welding direction in
the symmetry plane 2 mm below the workpiece
surface.
",mech
mech_eng_paper_experimental-and-num.txt,7,"M. Bachmann et al. / Physics Procedia 56 (2014) 515 — 524

liquid metal to flow from hot regions around the keyhole to the boundary regions. When a magnetic field is applied,
the flow velocities in the weld pool are significantly smaller due to the braking nature of the Hartmann effect, see
Figure 11. In the depth of the weld pool, the reversal of the flow due to the Marangoni effect is limited to an ever
thinner boundary region with increasing magnetic flux density. It was found that a Hartmann number of around 10°
was necessary for a dissipative influence of the applied magnetic forces (Bachmann et al (2013). Furthermore, the
suppression of the flow dynamics leads to a regular V-shape of the weld bead in the simulations and in the
experiments as well (Figure 12).

5. Partial penetration laser welding with EM control of the weld pool

In the next two subsections, the results of partial penetration laser beam welding tests of Al alloy components
are shown. The first problem of partial penetration laser beam welding is the keyhole-tip instability representing the
main source of porosity — gas bubbles leave the keyhole near its tip, see Seto et al. (2001). The second problem is
very intensive thermocapillary (Marangoni) convection in the upper part of the weld pool. The surface tension
cannot completely suppress oscillations of the weld pool surface and the re-solidified welds show very rough
surfaces with large undercuts. Here, AC magnetic fields were used to suppress porosity formation and to
stabilize the weld pool surface in bead-on-plate partial penetration laser beam welding of 10 mm thick AIMg3
plates in flat position.

5.1 Experimental set-up

521

All welding experiments were performed using
4kW laser beam power. The AC magnet was
mounted direct on the welding head of the laser
welding optics. The externally applied AC
magnetic field was oriented perpendicularly to the
welding direction. To prevent optical feed-back
the incident angle a of the laser beam was taken
to be 18° to the vertical, see Figure 13. The
magnet core was made of 0.05 mm thick Fe-Si
lamination (microsil). The cross-section of both
magnet poles (Fluxtrol A) was 20 mm x 20 mm.
The gap between the magnet poles was 20 mm
and the distance between the AC magnet and the
sample was 2 mm. The shielding gas (argon with
a flow rate of 20 l/min) was supplied to the front
side of the weld pool.

The main parameters of the laser beam source
(TRUMPF Yb:YAG thin disk laser TruDisk
16002, max. beam power 16 kW) are listed in
Table 1.

Fig. 13. Experimental setup:
1- primary coil,

2- two secondary coils,
3- ferromagnetic core,
4- magnet poles,

5- assembly elements,
6- shielding gas nozzle,
7- laser welding head,
8- sample,

9- welding table,

10- welding direction.

Table 1. Parameters of the laser beam.
beam power in all
welding tests 4kW

wave length 1.03 um

beam parameter product
8 mm x mrad

focal length 300 mm
focal spot size 300 um
",mech
mech_eng_paper_experimental-and-num.txt,8,"522

M. Bachmann et al. / Physics Procedia 56 (2014) 515 — 524

x-ray images along welding line cross section porosity content
in %

welding direction

reference

(a) z=0mm 30.3
Vy = 2 m/min
f=2.1 kHz

(b) B=0.26 T 2.1
f=4.3 kHz

() “p=032T 3.1

(4) ""B=046T

Fig. 14. X-ray side images and cross sections of welds for different parameters of the AC power supply.

5.2 Results and discussion

Figure 14 illustrates the welding tests without and with oscillating magnetic field applied. The reference
welds with the focal position set on the surface (z = 0) show a very intensive formation of process porosity.
However, this type of pores is quasi-spherical and they are located in the center of the weld pool. Hence, it is
expected, that the magnetic field can successfully prevent this type of pores. The amplitude of the magnetic
field must be large enough and the skin depth in the order of the penetration depth (around 6 mm).

Figure 14(b)-(d) show x-ray side views of the welds with EM weld pool control as well as metallographic
cross sections. Analyses of the cross-sections and the x-ray images show a drastic reduction (more than 90 %)
of the weld porosity for an optimal oscillation frequency. The observed effects can be explained in terms of
EM Archimedes forces as well as the EM stirring in the weld pool.

Further improvements by the application of the magnetic fields were also observed in terms of the surface
quality, see the cross sections in Figure 14 and the measured surface profiles in Figure 15. The usage of AC
magnetic fields results in a significant reduction of up to 50 % of the weld surface roughness. Figure 16 shows
the surface quality in terms of welding-induced undercuts according to DIN EN ISO 13919-2:2001. Here, a
clear reduction is remarkable and the quality level could be improved from group D in the reference case to
group B with all oscillation frequencies of the magnetic fields applied.

+ “T + 80 %
qualty level quailty level oes level

= V=1 m/min, focus = -4mm 60
= 0.21T @2kHz
= 0.32T @4kHz
= 0.46 T @ 8kHz 40
Hh
1B (ea on 0

Fig. 15. Weld surface variations for the reference case (left) Fig. 16. Histogram of the measured depth on the weld seam surface.
and case (c) from Figure 14. Only negative values are considered for undercuts.

_ ah
ot
face variation

oo
ee <= es .
ome
uta

",mech
mech_eng_paper_experimental-and-num.txt,9,"M. Bachmann et al. / Physics Procedia 56 (2014) 515 — 524 523

6. EM weld pool control for laser beam welding with filler wire

A series of welding tests was performed magnet poles
to demonstrate that the EM weld pool
control can also be used for industrial laser
beam welding applications with filler wire
such as the welding of butt joints of
complex non-planar parts. Figure 17 shows
the experimental setup, which simulates the
joining of a lid to the opening of a container
with high quality requirements (leak-proof). Fig. 17. Scheme of the EM weld pool control for partial penetration welding of the
Both welded parts are made of AIMgSi0.5 ‘14 the container wall.

alloy. Due to the risk of hot cracking, the Table 2. Parameters of the EM weld pool control for three welding tests.

Hall sensor

laser beam

welding of this alloy is only possible with weldNr. | B,mT ~=fkHz  Qcold)mm __ weld dimensionsinmm _
filler material (AlIMg4.5Mn, wire with eee sith & depth
1.2 mm diameter). reference 0 4.2 3.2

All welding tests were performed in flat I 173 1.9 2.1 5.0 2.7
position using an Yb-fiber laser YLR- 2 225 1.9 2.1 5.0 2.7
20000 at 4 kW laser beam power. The 3 264 4.0 1.4 5.0 2.7

inclination angle of the laser beam was
taken to be 8° to the vertical, see Figure 13.
The diameter of the beam delivery fiber was 0.2 mm. The beam diameter at the focal plane corresponds to 560 um
and the focal length was 350 mm. The focal position was z = -3 mm (under the surface). The shielding gas nozzle
(industrial grade argon with a flow rate of 20 l/min) was placed behind the laser beam. The welding velocity and the
wire feed rate for all welding tests were taken to be 1.7 m/min and 2.2 m/min, respectively. The gap between the
magnet poles was 22.5 mm and the gap between the magnet and the workpiece was 2 mm. Both the focal position of
the laser beam and the contact point of the filler wire correspond to the middle of the area located between the
magnet poles. For full penetration welding the AC magnet can be placed near the root of the specimen and the filler
wire nozzle can be mounted on the welding head on the front side. If the skin-depth is lower than the workpiece
width, the AC magnet field does not influence the filler wire. However, for the container closing process there is no
access to the interior space of the workpiece. Thus, only partial penetration laser welding process is possible. Both
the AC magnet and the filler wire nozzle must be located on the outer side of the container wall. The filler wire
nozzle was made of electrically non-conductive material (Teflon) and the filler wire system was electrically
disconnected from the workpiece to prevent the excitation of eddy currents.

In Figure 17, B is the rms value of the magnetic flux density measured near the center of the right magnet pole
with a Hall sensor, fis the AC frequency and 6 is the skin depth in Eq. (2) calculated for cold Al alloy with the
electrical conductivity at room temperature o ~ 30-10° Sim’. Note, that the electrical conductivity of the melt is
much lower, i.e. the effective skin-depth in welding direction
the weld pool can be up to 3 times larger
than the values shown in Table 2. cela

Figure 18 shows x-ray side images and . 173 mt @1.9-kuz
macro sections of three welding tests |
performed with and without EM weld pool
control. A significant reduction in the
number of pores and pore size is evident
when compared to the corresponding
reference cases for all three cases meE)
investigated. The last two columns in > 264 mT @ 4.0 kHz
Table 2 show the width and the depth of the tts
welds. These values were obtained from an Fig. 18. X-ray side images for three welds listed in Table 2.

weld 2

225 mT @ 1.9 kHz reterence Waa

| reference (B=0)

",mech
mech_eng_paper_experimental-and-num.txt,10,"524

M. Bachmann et al. / Physics Procedia 56 (2014) 515 — 524

analysis of the weld cross-sections. The welds with EM control are wider than their references and their penetration
depth becomes smaller. This can be explained by an intensive stirring in the melt due to an inhomogeneous Lorentz
force distribution in the weld pool caused by the asymmetric workpiece setup. This effect, in addition to the pore
removal, is especially useful for the dilution in the weld material when welding structures with very deep weld
beads with filler material. The inhomogeneous Lorentz force distribution is also noticeable by the asymmetric weld
macro sections when welding with EM control in Figure 18.

7. Summary & Conclusions

The present investigations reveal that oscillating and steady magnetic fields can have a significant positive effect
on the quality as well as the stability of high-power laser beam welding processes of aluminum alloys and stainless
steel. The results in this paper point to various EM applications in welding, e.g. the EM weld pool support, the EM
braking of the flow velocities, the EM rectification, and EM weld surface improvements that can be used for a
variety of industrial applications.

The most decisive quantities for a successful application of EM technologies in welding are the magnetic flux
density and, in the case of oscillating magnetic fields, the frequency and the according skin depth. Additionally, the
orientation of the applied magnetic fields relative to the workpiece is relevant for the performance of the MHD
effects in the weld bead.

Clear improvements in terms of avoiding melt sagging, reducing spattering, decreasing surface roughness, and
the reduction of pore content could be demonstrated. Thus, the EM technology could be numerically and
experimentally proven to be an appropriate tool for a successful implementation in various welding applications.

Acknowledgements

Financial funding of the DFG (Bonn, Germany) under Grant No. DFG GU 1211/2-1 and the German Allianz
Industrie Forschung (AiF), Grant No. 17.265N is gratefully acknowledged.

References

Avilov, V., Gumenyuk, A., Lammers, M., Rethmeier, M., 2012. PA position full penetration high-power laser beam welding of up to 30 mm
thick AlMg3 plates using an electromagnetic weld pool support, Sci. Technol. Weld. Joining 17, 128-133.

Avilov, V., Moldovan, R., Berger, P., Graf, T., Mock, D., 2009. Electromagnetic weld pool control by CO2 and YAG disk laser welding of thick
stainless steel plates, Proceedings of the 6th International Conference on Electromagnetic Processing of Materials, Dresden.

Bachmann, M., Avilov, V., Gumenyuk, A., Rethmeier, M., 2012. Numerical simulation of full-penetration laser beam welding of thick
aluminium plates with inductive support, J. Phys. D: Appl. Phys. 45, 035201.

Bachmann, M., Avilov, V., Gumenyuk, A., Rethmeier, M., 2013. About the influence of a steady magnetic field on weld pool dynamics in partial
penetration high power laser beam welding of thick aluminium parts, Int. J. Heat Mass Tran. 60, 309-321.

Bachmann, M., Avilov, V., Gumenyuk, A., Rethmeier, M., 2014. Experimental and numerical investigation of an electromagnetic weld pool
support system for high power laser beam welding of austenitic stainless steel, J. Mater. Process Tech. 214, 578-591.

Bojarevics, V., Freibergs, Y., Shilova, E.I., Shcherbinin, E.V., 1989. Electrically Induced Vertical Flows, Kluwer.

Gatzen, M., Tang, Z., Vollertsen, F., 2011. Effect of electromagnetic stirring on the element distribution in laser beam welding of aluminium with
filler wire, Physics Procedia 12, 56—65.

Jones, L.P., Aubert, P., Avilov, V., Coste, F., Daenner, W., Jokinen, T., Nightingale, K.R., Wykes, M., 2003. Towards advanced welding
methods for the ITER vacuum vessel sectors, Fusion Eng. Des. 69, 215-220.

Kern, M., Berger, P. Hiigel, H., 2000. Magneto-Fluid Dynamic Control of Seam Quality in CO2 Laser Beam Welding, Weld. J. 3, 72s—78s.

Landau, L.D., Lifshitz, E.M. 1984 Course of theoretical physics, Vol. 8: Electrodynamics of Continuous Media, Pergamon Press, 460pp.

Lenov, D., Kolin, A. 1954 Theory of electromagnetophoresis (1): Magnetohydrodynamic forces experienced by spherical and symmetrically
oriented cylindrical particles, J. Chem. Phys., 22, 683-688.

Moreau, R., 1990. Magnetohydrodynamics, Kluwer, 313pp.

Proceedings 7th International Conference on Electromagnetic Processing of Materials, Beijing, China, 2012.

Ready, J.F., Farson, D.F., Feeley, T. 2001. LIA Handbook of Laser Materials Processing, Laser Institute of America.

Seto, N., Katayama, S., Matsunawa, A., 2001. Porosity formation mechanism and suppression procedure in laser welding of aluminium alloys,
Weld. Int. 15, 191-202.

Takahashi, Koichi, Taniguchi, Shoji, 2003. Electromagnetic separation of nonmetallic inclusion from liquid metal by imposition of high
frequency magnetic field, ISIJ International, 43, 820-827.
",mech
mech_eng_paper_influence-of-plane-p.txt,1,"Available online at www.sciencedirect.com

ScienceDirect Procedia

Technology

es

AE SS
ELSEVIER Procedia Technology 12 (2014) 411 —419

The 7"" International Conference Interdisciplinary in Engineering (INTER-ENG 2013)

Influence of plane-parallel finishing trajectories to the roughness
obtained by milling of spherical surfaces

Paul Chetan*, Vasile Bolos, Alexandru Pozdirca

Petru Maior University of Targu Mures, Nicolae Iorga Street, No. 1, Targu Mures 540088, Romania

Abstract

The purpose of the present paper is to determine a mathematical model in order to evaluate theoretically the roughness of a
spherical surface finished with a torodial end mill. The parameters that influence the theoretical value of the roughness are: (1)
technological parameters (cutting speed, feed per tooth, radial feed) or (11) geometrical (the geometry of the semi-product, the
geometry of the cutting tool). The calculus to determine the roughness value is a difficult task taking into consideration the
complexity of the mathematical relations; the paper presents a graphic method using a CAD application (AutoCAD) and a
programming environment (AutoLISP).

© 2013 The Authors. Published by Elsevier Ltd.
Selection and peer-review under responsibility of the Petru Maior University of Tirgu Mures.

Keywords: Roughness; milling; toric end-mill; mold; surface.

1. The Premises of the Mathematical Model

The optical block of a motor vehicle is commonly-known as the headlight; it serves to light up the road in
conditions of low visibility and it comes under road lighting regulations. The main components of the optical block
are (Figure 1): (1) cover; (i1) reflector; (111) the transparent optical part.

* Corresponding author. Tel.: +40-744-917-188; fax: +40-265-262-275.
E-mail address: paul.chetan@ing.upm.ro

2212-0173 © 2013 The Authors. Published by Elsevier Ltd.
Selection and peer-review under responsibility of the Petru Maior University of Tirgu Mures.
doi:10.1016/j.protcy.2013.12.507

",mech
mech_eng_paper_influence-of-plane-p.txt,2,"412 Paul Chetan et al. / Procedia Technology 12 (2014) 411 — 419

HOUSING REFLECTOR

Fig. 1. The main components of the optical block [Tri.o.m. S.p.a.]

In addition to these, there is also the light source, the vertical control system of the light spot, the wire harness
and the necessary contacts, fasteners. The three main components are manufactured by plastic injection.The
aesthetical and functional requirements for the headlights affect the complexity of the injection molds proper to
these components. The emergence of CNC processing machines and of the computer aided design and
manufacturing applications revolutionized the engineering of plastic injection molds, this NC-CAD-CAM trio
giving free hand to the auto designers. The quality of lighting is decided by the quality level of the mold cores
surfaces, though despite the technological progress, the manual polishing perfection is still to be achieved. The
present paper deals with aspects regarding the quality of the mold cores and offers technological recommendations,
taking into account cost and productivity issues.

The active interior surface of the reflector and implicitly the forming surface of the injection mold’s core is a
sculptural surface that cannot be expressed by mathematical relations. In order to define equations for determining
the theoretical roughness of a mill-generated surface, it is required an approximation of this forming surface with a
pitch surface (plane, cylinder, cone, sphere, torus), respectively with a spherical surface (Figure 2). The spherical
section defines the portion between two parallel planes intercepting a sphere.

The mathematical approach accounts using a 3 axis processing centre, setting vertically the milling tool axis. The
accounted finishing paths are plane-parallel and radial. The following index presents the inputs in the mathematical
evaluation of the theoretical micro asperities’ heights:

TORODIAL END MILL

f SPHERICAL AREA

CORE OF THE MOLD

Fig. 2. Theoretical surface for roughness prediction

Nomenclature

H theoretical height of the irregularities

",mech
mech_eng_paper_influence-of-plane-p.txt,3,"Paul Chetan et al. / Procedia Technology 12 (2014) 411 — 419

main approach angle
secondary approach angle
angular speed

cutting speed

feed per tooth

radial feed

teeth number

diameter of the milling tool
corner radius of the milling tool
radius of workpiece

position parameter

incremental parameter

2. The Mathematical Model

Consider a reference system XjYoZo attached to the core of the mold and a reference system X, YZ, attached to
the torodial end mill. The torodial end mill is revolving around its axis with a rotative speed n and shifts on
trajectories in the form of circular contour lines, sweeping the entire forming surface (Figure 3). The torodial end
mill can move on a contour line by cut-up milling or cut-down milling.

TOROIDAL ENDMILL

NN ZI TOOLPATH TRAJECTORIES

Fig. 3. Case of plane-parallel paths

Both Z axes —of the cutting tool and of the workpiece — are positioned in such way to have the same direction as
the Z axis of the CNC machine and its positive sense. As the workpiece is of revolution, the direction and the sense
of the X and Y axes are taken randomly.

The bit edge that generates the torus of the cutting tool’s active area, is defined by the parameters R1 and R2 and
v (Figure 3). The equation of the bit edge, of the circular curve described by point P in figure 3 can be written in a
parametric form, using the following expression:

X,= 0

Y, = R, + R2sinv (1)
Z, = R2sinv

where v passes through the range v € t ; “|.

413

",mech
mech_eng_paper_influence-of-plane-p.txt,4,"414 Paul Chetan et al. / Procedia Technology 12 (2014) 411 — 419

121 Z2
Ri
| Zo
_ R> _Rs
| bY / (R1+Rs)sinO
c - - ° a fe Yi Ya
a aN
wy \
| f \
oes Oo ee Yo !
rey —
R1i+(R2+Rs)cosO

Fig. 4. Positioning the horizontal plane

The directory path on which the cutting tool is moving is a circular trajectory obtained by intersecting the
spherical area with the horizontal plane —positioned by the parameter 0 (Figure 4). Considering the tangency of the
bit edge to the spherical area between the position angle v of the point P and the angle 0 that defines the position of
the horizontal plane, we define the relation:

Q=7-v (2)

As such, the vector that defines the position of point P is written as:

0
R, + R, cos 6
R, cos @
1

(3)

1

According to figure 5, the cutting tool executes a roto-translation movement along the circular directory path
(starting from the initial moment t0) and a point P on the bit edge will describe a curled epicycloid.

The theoretical roughness of this mill-generated surface is the distance between the directory path and the
interior intersection point of the curled epicycloid. More bit edges generate more curled epicycloids that intersect
themselves, influencing directly the roughness value, meaning that more teeth the mill cutter has, higher the quality
of the surface will be.

Tool’s bit
edge

Yo

‘
\,
\
%
N

4 ?
Se
s

Fig. 5. Curled epicycloid generated by the trajectory of a point of the bit edge
",mech
mech_eng_paper_influence-of-plane-p.txt,5,"Paul Chetan et al. / Procedia Technology 12 (2014) 411 — 419 415

Next, a proposition for a mathematical model to determine the equations for these curled epicycloid curves and to
determine the theoretical roughness of the mill-generated surface, depending on the technological parameters, on the
cutting tool’s parameters and on the geometry of the finished product. As a mathematical instrument, it was used the
coordinate transformation method.

Fig. 6. Defining the secondary system

In order to write easier the curves’ equations, it was used a secondary reference system, which executes a
translation motion along the equidistant circle to the directory path, and a rotary motion chose in such a manner that
the Y axis is oriented towards the origin of the base system attached to the workpiece (Figure 6). Angle y forms
between the two reference systems, the secondary system and the one attached to the milling tool. The angle can
have a positive value corresponding to cut-up milling or a negative value corresponding to cut-down milling.

As such, the position vector of point P on the bit edge — in connection to the reference system XOYOZO attached
to the workpiece — is described with the following relation:

To = Mor * Ma ° 14 (4)

The transition matrix from the mobile system to the secondary one takes the following form:

cosw sinw 0 0O
—sinW cosw 0 0
M,,= 5
ot 0 0 10 ©)
0 0 0 1
The transition matrix from the secondary system to the base reference system takes the following form:
cosu. —sinu O  (R,+(R.+R,)cos@)sinu
My» = sinu. cosu OO —(R,+(R,+R,) cos @)cosu (6)
0 0 1 (R, + R,) sind
0 0 0 1
The following expressions are obtained after the calculus:
Xo = —X, cos sinu — x, sinWcosu+t (R, + (R, + R,) cos @)sinu
Vo = X, cos Wcosu—x,sinwsinu — (R, + (R, + R,) cos @)cosu (7)

Zo = (R2 + R,) sin @

Using trigonometric relations, we obtain the expression for the curled epicycloids curve:
",mech
mech_eng_paper_influence-of-plane-p.txt,6,"416 Paul Chetan et al. / Procedia Technology 12 (2014) 411 — 419

Xo = —X,sin(u+ ww) + (R, + (R, + R,) cos @) sinu
Vo = X, cos(u +) — (R, + (R, + R,) cos 8) cosu (8)
Zp = (R2 + R;) sind

The final expression must contain the parameters defined at the beginning, such as cutting speed (V.), feed per
tooth, the cutting tool’s number of teeth, the diameter of the milling tool, corner radius and workpiece radius. 0 is
the position parameter for the horizontal plane and time ¢ is the incremental parameter. The rotative speed depends
on the cutting speed and on the effective diameter (defined by the position of point P in Figure 4), according to the
relation:

n= otc _ [rot/min] (9)

7 2*(Ry+R2 Sinv)*1

By defining the angular speed we obtain:

1000*V,

w = 2nn = —————
(R1+R2 sinv)

[rad/min] (10)

Or

@ = eee _ [rot/sec] (11)

~~ 60*(R1+Rp sinv)

The tool’s feed along the directory curve becomes:

1000*V,
2*60* (R1+R2 sinv)*

Vp =f, *Z* [mm/sec] (12)

The angle positioning the bit edge is described by the following relation:
180
p=wxt= wx——*t [deg] (13)

Introducing into the relation we obtain:

3000*V ot

y=+—_—_—__ [deg] (14)

~~ 70*(Ry+R2 sinv)
The covered distance is expressed as:
s=t*Vp=ux*(R, +(R,+R,)cos@) [mm] (15)

Expressing the angle u in degrees we obtain:

_ 3000*V.*f7*Zz4t
u= 2*m**(Ry+Rz2 sin v)*(R1+(R2+Rs) cos 8) [deg] (1 6)
Introducing into the relation:
g@=""-y (17)

2

We obtain the expressions for the parameters u and W:
",mech
mech_eng_paper_influence-of-plane-p.txt,7,"Paul Chetan et al. / Procedia Technology 12 (2014) 411 — 419 417

_ 3000*V¢x fe*z*t
u= 2*12*(R1+Rz cos 0)*(R1+(R2+R,) cos 0) [deg] (18)
y= 4 30008Vext [deg] (19)

~~ 710*(R1+R2 cos 8)

Introducing these parameters in relation no. 8 we obtain the requested parametric equations — the curled
epicycloids described by the bit edge during the processing of the spherical area.

3. Evaluation of the mathematical results

The determination of the intersection points for the curled epicycloids curves according to the relations above is
an extremely difficult problem, with complicate relations. A more approachable solution is to use graphic methods.
This kind of curves can be easily generated with the help of a CAD environment and of a programming language.
This vectorial construction can load up any necessary information, including the required roughness.

Next, a calculus application for plotting the curled epicycloids curves, generated by finishing a spherical area
with plane-parallel trajectories. As CAD environment we used AutoCAD and as a programming language
AutoLISP.

Considering the next inputs:

Cutting speed Vc = 180 [m/min]
Feed per tooth fz = 0.05 [mm/rot]
Teeth number Z = 2

Diameter of the milling tool D=6 [mm]
Corner radius of the tool R2=2 [mm]
Radius of workpiece Rs = 50 [mm]

The LISP’s routine plots two curled epicycloid curves (Figure 7) displayed red and green, proper to the curves
described by the two bit edges of the tool. These curves are generated in the plane positioned by the 8 parameter on
a circle (displayed blue).

Y¥=0.06492634 Z2=0.00000
8.668216613 Y=0.06492481 2=0.0000000

Angle in KY Plane = 0
U.000203513, Delta Y = -0.00000153, Delta 2

Fig. 7. Determination of the theoretical roughness

Taking into consideration the plane positioned by the 8 parameter and containing the tool’s trajectory (Figure 6),
we obtain the following values for roughness:
",mech
mech_eng_paper_influence-of-plane-p.txt,8,"418

Paul Chetan et al. / Procedia Technology 12 (2014) 411 — 419

Table 1. Determined values for the theoretical roughness

Angle 0 Length of the measured segment Ra [um]
0 0,00009948 0,09948
10 0,00010054 0,10054
20 0,00010368 0,10368
30 0,00011283 0,11283
40 0,00011743 0,11743
50 0,00012959 0,12959
60 0,00015075 0,15075
70 0,00017089 0,17089
80 0,00020514 0,20514

4. Conclusions

The numerical and theoretical study presented above reached the following conclusions:

e The active interior surface of a reflector is a sculptural surface that cannot be expressed by mathematical
relations;

e Creating a mathematical model to determine the theoretical roughness obtained by milling sculptural surfaces
requires an approximation for this surface, using a pitch surface through a spherical section;

e The calculus to determine the value of roughness represents a difficult problem due to the complexity of the
mathematical relations. The recommendation 1s for the use of graphic methods, a CAD environment along
with a programming language (in this case AutoCAD and AutoLISP);

e The curves described by the intersection point between the bit edge and the workpiece’s spherical area are
curled epicycloids;

e Plane-parallel finishing trajectories generate a surface with a theoretical variable roughness, better as the
surface is tilted.

References

[1]
[2]
[3]
[4]
[5]
[6]
[7]
[8]
[9]

Chetan P, Soaita D. Tehnici CAD-CAM pentru prelucrarea suprafetelor ascunse (CAD-CAM techniques for hidden surface processing).
Scientific Bulletin of the “Petru Maior” University, Vol.XV-XVI, 2002-2003: 25-31.

Chetan P, Bolos V. Considerations regarding technical conditions imposed to the execution of headlamps used in automotive industry,
Annals of MTeM for 2009 & Proceedings of the 9th International MTeM Conference.

Chetan P. Studies regarding the parametrical influences of a cam process on mould’s core surface, Metalurgia International, vol. XV,
Special Issue no. 7, 2010.

Chetan P, Bolos V. The influence of the tool path regarding the roughness resulted from the milling process of the complex surfaces, Annals
of MTeM for 2011 & Proceedings of the 10th International MTeM Conference.

Chetan P, Bolos V. Research on roughness resulted through milling of the surfaces with cbn tools, Proceedings of the Sth Inter-Eng
Conference, Tirgu Mures, Romania, 2011: 193-196.

Chetan P, Bolos V. Influence of heat treatment on quality of milled surface, Proceedings of the 6th Inter-Eng Conference, Tirgu Mures,
Romiéania, 2012: 38-41.

Chetan P, Bolos V. Modeling of undetached chip shape on finishing processing toolpath Scientific Bulletin of the ,,Petru Maior’” University
of Tirgu Mures Vol. 10 (XXVII) no. 1, 2013: 5-9.

Cosma M. Geometric Method of Undeformed Chip Study in Ball Nose End Milling, Scientific Buletin, Serie C, Vol. XX, North University
of Baia Mare, 2006: 49-54.

Cosma M. Horizontal Path Strategy for 3D-CAD Analysis of chip Area in 3Axes Ball Nose End Milling, 7th International Multidisciplinary
Conference North University of Baia Mare, Scientific Buletin Serie C, Vol. XXI, 2007: 115-120.

[10] Toh CK. Surface topography analysis in hign speed finish milling inclined hardened steel, Precision Engineering, Volume 28, Issue 4, 2004:

386-398.
",mech
mech_eng_paper_influence-of-plane-p.txt,9,"Paul Chetan et al. / Procedia Technology 12 (2014) 411 — 419 419

[11] Toh CK. The use of ultrasonic cavitation peening to improve micro-burr-free surfaces, Int J Adv Manuf Technol (2007) 31: 688-693.

[12] Toh CK. Cutter path orientations when high-speed finish milling inclined hardened steel - Int J Adv Manuf Technol (2006) 27: 473-480.

[13] Toh CK. A study of the effects of cutter path strategies and orientation in milling, Journal of Materials Processing Technology, Volume 152,
Issue 3, 2004: 346-356.
",mech
